Designator,Footprint,Quantity,Value,LCSC Part #
C1,C_0402,1,1uF,
C2,C_0603_,1,10uF 50V,C1591
C3,C_0603_,1,10uF 6.3V,C1691
C4,C_0603_,1,100nF,
C5,C_0402,1,100nF,
D2,LED-RGB-1.6x1.6,1,RGB,C264508
D3,SOT-23,1,BAV99,
J1,PTSM-HH-3-RA,1,Conn_01x03,
J2,USC16-TR,1,USB-C,C709357
L1,L_4x4_,1,10uH,
R1,R_0402,1,10k,
R10,R_0402_,1,40k2,
R11,R_0402,1,2K,
R12,R_0402,1,220R,
R13,R_0402_,1,1M,
R2,R_0402,1,4k7,
"R5, R6",R_0402,2,5K1,
R7,R_0402,1,100R,
R8,R_0402,1,680R,
R9,R_0402_,1,124k,
U1,ESP32-PICO-MINI-02,1,ESP32-PICO-MINI-02,C2980306
U3,SOT-23-6-MD8942,1,MD8942,C2684786
U5,CH340X,1,CH340X,C3035748
